TransactionID,TransactionDate,AccountID,BookID,Amount,Currency,TransactionType,FiscalYear,FiscalQuarter,FiscalMonth,CostCenterID,Description
TXN-0210,2024-12-12,1010,BK-045,-1950.00,USD,Debit,FY2024,Q4,12,CC-200,Printing Costs - Echoes of Sahel
TXN-0211,2024-12-15,1004,BK-040,2400.00,USD,Credit,FY2024,Q4,12,CC-100,International Sales - Phoenix Endgame KRW
TXN-0212,2024-12-18,1004,BK-045,900.00,USD,Credit,FY2024,Q4,12,CC-100,International Sales - Echoes of Sahel ZAR
TXN-0213,2024-12-20,1001,BK-017,35000.00,USD,Credit,FY2024,Q4,12,CC-100,Book Sales - Winter's Promise Dec W3
TXN-0214,2024-12-20,1002,BK-017,13000.00,USD,Credit,FY2024,Q4,12,CC-100,E-Book Sales - Winter's Promise Dec gift
TXN-0215,2024-12-22,1004,BK-017,4200.00,USD,Credit,FY2024,Q4,12,CC-100,International Sales - Winter's Promise Dec W3
TXN-0216,2024-12-28,1010,BK-017,-18000.00,USD,Debit,FY2024,Q4,12,CC-200,Printing Costs - Winter's Promise reprint Dec
TXN-0217,2024-12-31,1011,-,-32000.00,USD,Debit,FY2024,Q4,12,CC-300,Editorial Salaries December
TXN-0218,2024-12-31,1012,-,-78000.00,USD,Debit,FY2024,Q4,12,CC-400,Marketing Spend December (holiday peak)
TXN-0219,2024-12-31,1013,-,-25000.00,USD,Debit,FY2024,Q4,12,CC-500,Warehouse OpEx December (peak)
TXN-0220,2024-12-31,1014,-,-18500.00,USD,Debit,FY2024,Q4,12,CC-600,HR & Admin December
TXN-0221,2024-12-31,1015,-,-16000.00,USD,Debit,FY2024,Q4,12,CC-700,IT Infrastructure December
TXN-0222,2024-12-31,1016,-,-45000.00,USD,Debit,FY2024,Q4,12,CC-200,Year-End Author Advance Payments
TXN-0223,2024-12-31,1017,-,125000.00,USD,Credit,FY2024,Q4,12,CC-100,Subsidiary Rights & Licensing Revenue FY2024
TXN-0224,2024-12-31,1018,-,35000.00,USD,Credit,FY2024,Q4,12,CC-100,Foreign Translation Rights Revenue FY2024
TXN-0225,2024-12-31,1019,-,-8500.00,USD,Debit,FY2024,Q4,12,CC-700,Software Licensing & SaaS FY2024 True-up
